city;venue_name;venue_id;rating;likes_cnt;Activity rate;Employment (jobs) in agriculture, fishery (NACE Rev. 2, A);"Employment (jobs) in arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies (NACE Rev. 2, R to U)";Employment (jobs) in construction (NACE Rev. 2, F);Employment (jobs) in financial and insurance activities (NACE Rev. 2, K);Employment (jobs) in information and communication (NACE Rev. 2, J);Employment (jobs) in mining, manufacturing, energy (NACE Rev. 2, B-E);"Employment (jobs) in professional, scientific and technical activities; administrative and support service activities (NACE Rev. 2, M and N)";Employment (jobs) in public administration, defence, education, human health and social work activities (NACE Rev. 2, O to Q);Employment (jobs) in real estate activities (NACE Rev. 2, L);Employment (jobs) in trade, transport, hotels, restaurants (NACE Rev. 2, G to I);Nationals as a proportion of population;Population on the 1st of January, total;Proportion of employment in industries (NACE Rev.1.1 C-E);Proportion of population aged 0-4 years;Proportion of population aged 10-14 years;Proportion of population aged 15-19 years;Proportion of population aged 20-24 years;Proportion of population aged 25-34 years;Proportion of population aged 35-44 years;Proportion of population aged 45-54 years;Proportion of population aged 5-9 years;Proportion of population aged 65-74 years;Proportion of population aged 75 years and over;Proportion of total population aged 55-64;Unemployment rate, female;Unemployment rate, male;Women per 100 men;Young-age dependency ratio (population aged 0-19 to population 20-64 years)
München;Kiosk Isarwahn;4c2605db136d20a11e81e461;7.0;10;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Kastaniengarten;4bb7397b2ea1952109a6ac2f;;2;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Isar Alm zum Gartl;536228f6498e27d575560ee8;7.8;9;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Hopfengarten Biergarten;4d7783c82b4b6ea8c3b542fe;6.6;25;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Holiday Inn Bar;55afe1ae498edfb11ebc58c2;;1;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Hofbräuhaus;4ade0ca0f964a5202c6821e3;8.2;3922;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Hirschau;4bd44bfa046076b0fa967771;8.2;101;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Gaststätte Nord Ost 26;52dcf6d411d22bf541d43544;7.1;8;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;"Gaststätte ""Alter Wirt""";4b211123f964a5208d3624e3;6.9;28;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Freisinger Hof Hotel Munich;4bd09dc61f89ce72e4bc67ea;7.8;18;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Freisinger Hof Biergarten;5adb32b7c97f287d18cfba9b;;0;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Franzz;4bdb15ca63c5c9b63d422668;7.7;23;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Franziskaner Garten;4bb0ded9f964a52012653ce3;8.5;54;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Forschungsbrauerei;4bb61d912ea195214a26ab2f;8.2;48;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Einkehr zur Schwaige;4c2751a7c11dc9b6f6592a24;7.5;10;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Echardinger Einkehr;53a9c2ee498ea6ed8873896e;6.8;16;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Deutsche Eiche;4b9e665ff964a52047e036e3;8.6;37;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Der Weichandhof;4bc4bbfe4cdfc9b685139921;6.6;25;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Das Bootshaus;4e1b0c412271aba9379b0adb;7.1;16;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Brauhaus zur Dicken Sophie;4b62d196f964a520f8532ae3;8.6;61;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Bob im Park;556c7427498eff667024d65c;;5;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Bistro N°23;560eefb7498ea5442ae25724;;1;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Biergarten am Viktualienmarkt;4bbc6329afe1b7136d4d304b;8.9;397;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Biergarten am Chinesischen Turm;4ade0ca7f964a520586821e3;8.9;1266;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Biergarten Löwenbräu;4f5cae07e4b070e04804587f;6.9;66;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Biergarten Hofbräukeller;53c585a0498e30173eb123ba;8.7;187;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Bienenheim;4e134a9d1838f8ad816cbc5b;;5;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Bar Ludwig;51cbf75e7dd23997078bf986;;4;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Aumeister;4b8a656bf964a520396b32e3;8.3;216;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Augustiner Schützengarten;5178090be4b0243445464267;8.0;101;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
München;Aubinger Einkehr;4be6d2748a8cb713d583c4a0;8.4;21;64.4;0.7266288883745559;41.407544715491824;17.31478346390447;39.87736592220401;60.383684777674226;75.54193259933285;164.08283019891635;160.06027311081638;9.839708963839568;122.95755814232997;74.5;1456039.0;10.9;5.3;3.8;4.0;6.2;18.4;14.9;14.5;4.3;8.6;9.2;10.7;2.9;3.1;105.5;26.9
Mannheim;OEG Citybeach;4bd883bd11dcc92880b8f633;7.8;28;59.6;1.2824800241560794;29.565223037886735;32.948372873761755;20.419030055487553;22.983990103799712;134.20585265440897;140.80656629772366;148.926775260798;9.087750854716118;163.52432004207833;76.7;307997.0;19.1;4.7;4.1;4.8;7.8;16.5;13.0;14.5;4.1;8.7;9.8;12.1;3.6;4.2;100.4;27.6
Mannheim;Neckarstrand;4bf95b9f5ec320a1a30d8ad3;8.3;17;59.6;1.2824800241560794;29.565223037886735;32.948372873761755;20.419030055487553;22.983990103799712;134.20585265440897;140.80656629772366;148.926775260798;9.087750854716118;163.52432004207833;76.7;307997.0;19.1;4.7;4.1;4.8;7.8;16.5;13.0;14.5;4.1;8.7;9.8;12.1;3.6;4.2;100.4;27.6
Mannheim;Lindbergh;4bd088bd9854d13a2be6f74d;6.9;36;59.6;1.2824800241560794;29.565223037886735;32.948372873761755;20.419030055487553;22.983990103799712;134.20585265440897;140.80656629772366;148.926775260798;9.087750854716118;163.52432004207833;76.7;307997.0;19.1;4.7;4.1;4.8;7.8;16.5;13.0;14.5;4.1;8.7;9.8;12.1;3.6;4.2;100.4;27.6
Mannheim;Gaststätte Sellweiden;4fe71db47b0c9089d82e69c0;;1;59.6;1.2824800241560794;29.565223037886735;32.948372873761755;20.419030055487553;22.983990103799712;134.20585265440897;140.80656629772366;148.926775260798;9.087750854716118;163.52432004207833;76.7;307997.0;19.1;4.7;4.1;4.8;7.8;16.5;13.0;14.5;4.1;8.7;9.8;12.1;3.6;4.2;100.4;27.6
Mannheim;Estragon;4c138c3182a3c9b6fd95fbf8;7.5;35;59.6;1.2824800241560794;29.565223037886735;32.948372873761755;20.419030055487553;22.983990103799712;134.20585265440897;140.80656629772366;148.926775260798;9.087750854716118;163.52432004207833;76.7;307997.0;19.1;4.7;4.1;4.8;7.8;16.5;13.0;14.5;4.1;8.7;9.8;12.1;3.6;4.2;100.4;27.6
Mannheim;Beach bar;522640fe498efda4dce07dbe;;4;59.6;1.2824800241560794;29.565223037886735;32.948372873761755;20.419030055487553;22.983990103799712;134.20585265440897;140.80656629772366;148.926775260798;9.087750854716118;163.52432004207833;76.7;307997.0;19.1;4.7;4.1;4.8;7.8;16.5;13.0;14.5;4.1;8.7;9.8;12.1;3.6;4.2;100.4;27.6
Mannheim;ALTE AU Biergarten & Speisegaststaatte;4fa3a739e4b0bcbb45abacfb;;6;59.6;1.2824800241560794;29.565223037886735;32.948372873761755;20.419030055487553;22.983990103799712;134.20585265440897;140.80656629772366;148.926775260798;9.087750854716118;163.52432004207833;76.7;307997.0;19.1;4.7;4.1;4.8;7.8;16.5;13.0;14.5;4.1;8.7;9.8;12.1;3.6;4.2;100.4;27.6
Leipzig;sowiewir;5383a328498e59fc1283fe9b;;2;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Wamslergarten;4ff09ae3e4b0db77af4bd8f9;;2;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;WERK III;4faf3418e4b08594939dfaf9;;1;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Volkshaus;4b792686f964a52005ed2ee3;5.0;20;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Vodkaria;4ba68806f964a520875b39e3;8.8;64;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Villa Hasenholz;4dc69790c65b89d3ca8aef99;9.0;25;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;TankBar;5d7d6524fabf9000071765d9;;0;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Substanz;4bfecdd2c30a2d7fb608101d;7.8;50;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;So Wie Wir;536d5259498ef89be3157761;;2;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Skala;4bfc288cd6f2c9b66ccb4ec8;7.5;8;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;San Remo Biergarten;4c092050009a0f475629e7bf;;2;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Piratengarten;519292c2498e527cbb560960;;0;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Mückenschlösschen;4bd969740115c9b639287780;6.9;19;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Musikpavillon;4bf00815c8d920a1c6549430;7.6;55;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;MS Frieda;53efae8b498e72623edbab0e;;0;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Loop;500d9e75e4b067574fa80452;;0;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Kurhaus Bienitz;4c0a5c2a7e3fc9289567f382;;1;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Kaiserbad;55a81059498eac366aa0502e;7.6;49;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Irish Pub Bulls Eye;4e872ad4e5faf5f60dc6a3b8;8.0;7;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Historische Weinstuben;52f67647498e828c3c4a900d;;1;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Hafenbar;52acb89011d2bf55828c057b;7.8;10;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Gonzales - Mexican Bar & Restaurant;4b670670f964a520a4352be3;6.3;12;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;"Gaststätte ""Zur Mücke"" (Schrebergärten)";50795811e4b00eb8611aaf7b;;0;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Gasthof Zweinaundorf;500a8726e4b0ddfaa69fbdd3;;1;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;"Gartenlokal ""Erholung""";5749a76c38faad9e965cf311;;0;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Frau Krause;4bb2df11a32876b03c2a01fe;7.8;10;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Familiengaststätte Neumann;4e4eb8ce62e14b77e391d76b;;1;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Brauhaus Napoleon;4bee8217d355a59393f10a60;6.6;18;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Biergarten unter der Löffelfamilie;51c61df0498e2ccd098c4155;7.6;11;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
Leipzig;Biergarten mit Ginkgobaum;4db1d6e50cb6442b2ed2833c;7.1;13;58.2;0.503453726932197;25.06787174817004;22.370184542424138;14.636241795250696;32.87570019588302;50.34021787690299;122.33066428399601;131.15227327399566;8.594797072064331;112.12069143269528;91.0;581980.0;9.7;5.5;3.7;3.9;6.5;18.8;13.3;12.2;4.5;8.9;11.6;11.0;3.8;5.3;103.6;28.6
